
Aam Janta Sewa Samiti, 986/2012-13, 11-12-2012, Moradabad: Uttar Pradesh, Virendar Kumar, Mohalla Chah Satai Ka Kuan: Near Mazaar Chupshah Mian: Tehsil Sadar. Distt. Rampur (u.p.), Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
Aama Odisha, KRD/7186-154 of 1996-97, 18-07-1996, Khurda: Orissa, Soumya Ranjan Patnaik, Qtrs No. 4-r: 1/2: Unit-3: Kharavel Nagar: Janpath: Bhubaneswar-751001, Aged/Elderly: Art & Culture: Civic Issues: Education & Literacy: Environment & Forests: Health & Family Welfare: Youth Affairs
Aamar Ashar Alo, S/1L/62939, 19-08-2009, Kolkata: West Bengal, Gopal Das, Chanditala Park: P.o-subashgram: P.s - Sonarpur, Aged/Elderly: Art & Culture: Children: Sports: Women's Development & Empowerment: Youth Affairs
Aandh Aadiwasi Bahuuddeshiy Graminwikas Samajik Santha, MH/236/2009, PARABHANI, Parbhani: Maharashtra, Vijay Tolaji Pachpute, Dholakyachi Wadi : Ta & Post Kalamnuri: District Hingoli : State Maharashtra: Pin 431702, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
Aanjanay Foundation, REG NO.298 YEAR2010 BOOK 4, 21-09-2010, Bareilly: Uttar Pradesh, S K Agarwal, Aanjanay Foundation C/o. Sumit Agarwal(president) F-59: Butler Plaza: Civil Lines: Bareilly Up India 243005, Aged/Elderly: Art & Culture: Children: Civic Issues: Disaster Management: Education & Literacy: Environment & Forests: Health & Family Welfare: HIV/AIDS: Housing: New & Renewable Energy: Right to Information & Advocacy: Scientific & Industrial Research: Science & Technology: Urban Development & Poverty Alleviation: Women's Development & Empowerment: Any Other
Aapanjan Foundation, IV-190301956 OF 2016, 22-03-2016, Kolkata: West Bengal, Paritosh Paul, Vill. & P.o.- Barbaria: P.s.- Dhantala: Dist.- Nadia: West Bengal: Pin- 741501, Aged/Elderly: Civic Issues: Health & Family Welfare: Micro Finance (SHGs): Rural Development & Poverty Alleviation: Women's Development & Empowerment
Aapka Anchal, 87/2009-10, 13-04-2009, Patna: Bihar, Kamini Kumari, Vill- Bachhwara Bazar: P.o.- Bachhwara: District- Begusarai (bihar), Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aarambh Welfare Foundation, 116-2010-1011, 16-04-2010, Lucknow: Uttar Pradesh, Prashnat Singh, House N O.-2 Plot No. 433/88: Laxam Vihar Colony: Campbell Road: Balaganj-226003, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Children: Disaster Management: Education & Literacy: Environment & Forests: Health & Family Welfare: HIV/AIDS: Human Rights: Nutrition: Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Vocational Training: Women's Development & Empowerment
Aarogya Jan Kalyan Seva Samiti, 468-2012-2013, 23-05-2012, Lucknow: Uttar Pradesh, Dilip Kumar Gupta, 121: Gopal Nagar: Telibagh: Lucknow- 226002, Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Small & Medium Enterprises: New & Renewable Energy: Nutrition: Panchayati Raj: Prisoner's Issues:
Aarohan Welfare Society Yamuna Nagar, HRYNR201300045, 08-02-2013, Yamuna Nagar: Haryana, Dr Ritu Soni, Aarohan Welfare Society 132 Professor Colony Opp. Dav Physiotherapy College, Aged/Elderly: Art & Culture: Differently Abled: Education & Literacy: Health & Family Welfare: Information & Communication Technology: Nutrition: Vocational Training: Women's Development & Empowerment: Youth Affairs: Any Other
Aars Welfare Society, 3388-2010-2011, 14-03-2011, Lucknow: Uttar Pradesh, Rohit Singh, Cp-63: Aashish Palace: Jankipuram: Lucknow - 226021, Aged/Elderly: Agriculture: Children: Civic Issues: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Legal Awareness & Aid: Micro Small & Medium Enterprises: New & Renewable Energy: Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Sports: Urban Development & Poverty Alleviation: Women's Development & Empowerment: Youth Affairs
Aarthi Vikas Mahila Samithi, 96/2005-06, 14-07-2005, Bidar: Karnataka, Kaveri Swamy, Aarthi Vikasa Mahila Samithi Plot No 24 Behind Karnataka College Channabasava Nagar Bidar-585401, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aarti Mahila Vikas Sangh, F-7566, 29-06-2000, Ahmedabad: Gujarat, Aartiben B Parmar, 1: Sarvoday Baug: Panch Bungla: Gitamadir Nala Road: Ahmedabad Pin Code : 380022, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Art & Culture: Disaster Management: Dalit Upliftment: Health & Family Welfare: Housing: Human Rights
Aaruthal Foundation Formerly Aaruthal Trust, 74-2008, 07-03-2008, Gopichettipalayam: Tamil Nadu, A Kannan, No. 139a: Market Street Mahathma Gandhi Puram Bhavani - 638301, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Information & Communication Technology: Labour & Employment: Land Resources: Micro Small & Medium Enterprises: New & Renewable Energy: Nutrition: Panchayati Raj: Rural Development & Poverty Alleviation: Science & Technology: Sports
Aaryan Social Educational Environmental And Orient, MH/548/2008/F6874, 07-10-2008, N.a.: N.a., Aniruddha Ghulepatil, Aaryan Social Educational Enviornmental & Oriental Research Foundation: C/o Santosh Chavan Opposit Hotel Udipi:tanga Stand: Jalna 431203, Aged/Elderly: Agriculture: Art & Culture: Children: Disaster Management: Education & Literacy: Environment & Forests: Health & Family Welfare: HIV/AIDS: Nutrition: Panchayati Raj: Rural Development & Poverty Alleviation: Urban Development & Poverty Alleviation: Tribal Affairs: Vocational Training: Water Resources: Women's Development & Empowerment: Youth Affairs
Aarzoo Motivational Family, 1560, 03-11-2008, Begusarai: Bihar, Loknath Ray, Aarzoo Motivational Family Chhorari Begusarai, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aas Sewa Sansthan, 145441, 13-04-2006, Lucknow: Uttar Pradesh, Gagan Jain, 3/15:vijyant Khand Gomti Nagar Lucknow, Aged/Elderly: Agriculture: Art & Culture: Children: Disaster Management: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Human Rights: Information & Communication Technology: Panchayati Raj: Rural Development & Poverty Alleviation: Vocational Training: Youth Affairs
Aas Welfare Foundation, S/64715, 12-02-2009, Nct Of Delhi: Delhi, Ashish Mishra, A-128:/7: Gd Colony Mayur Vihar Phase Iii New Delhi 110096, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aasare Charitable Trust Regd, BK IV 144/06-07, 12-02-2007, Mangalore: Karnataka, Dr Ashajyothi Rai, Dr Ashajyothi Rai Aasare Charitable Trust Regd 4-169/1:prakruthi:kulur:mangalore 575013, Aged/Elderly: Agriculture: Art & Culture: Children: Disaster Management: Dalit Upliftment: Environment & Forests: HIV/AIDS: Housing: Labour & Employment: Rural Development & Poverty Alleviation: Urban Development & Poverty Alleviation: Women's Development & Empowerment
Aasare Disabled Welfare And Rural Development Organisation, 58/04-05, 10-08-2004, Gadag: Karnataka, Shashidhar B Shirasangi, Aasare Angavikalara Kshemabhivruddhi And Grameenabhivruddhi Samsthe(r): Managulikara Building: Opposite:dr. Nimbannavara Hospital: K.c.rani Road: Gadag-582 101., Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Biotechnology: Children: Differently Abled: Disaster Management: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Legal Awareness & Aid: Labour & Employment: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: Nutrition: Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Sports: Tourism:
Aasare Organization Gadag, 58/2004-05, 10-08-2004, Gadag: Karnataka, Shashidhar Shirasangi, Aasare Angavikalara Kshemabhivruddhi And Grameenabhivruddhi Samsthe(r):gadag. Managulikara Building: Opposite Dr. Nimbannavara Hospital: K.c.rani Road: Gadag-582101., Aged/Elderly: Agriculture: Art & Culture: Children: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Food Processing: Health & Family Welfare: Housing: Human Rights: Legal Awareness & Aid: Labour & Employment: Micro Finance (SHGs): Minority Issues: Nutrition: Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Sports: Tribal Affairs: Tourism: Urban Development & Poverty Alleviation:
Aash Foundation, E/18884/AHMEDABAD, 06-08-2009, Ahmedabad: Gujarat, Jaydip Praful Raval, 5/8: Municipal Staff Quarters : B/h Lal Banglow : C G Road : Ellisbridge : Ahmedabad-06, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
Aashray Research Association Of Action For Systematic Hiv Rehabilation And Yeoman Service, mh262-06 wardha, 18-11-2006, Wardha: Maharashtra, Aadarsh Gujar, Nagar Parishad Colony: Choudhari Ward :hinganghat : District Wardha 442301, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: New & Renewable Energy: Nutrition: Panchayati Raj: Prisoner's Issues: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Scientific & Industrial Research: Science & Technology:
Aashrya Charitable Foundation Dondaicha, MH/9893/DHULE, 14-11-2008, Dhule: Maharashtra, Ketan Kautikrao Sonanis, Ketan Kautikrao Sonanis 12: Laxmi-niwas Ganesh Nagar Dondaicha 425408, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Food Processing: Health & Family Welfare: HIV/AIDS: Human Rights: Information & Communication Technology: Labour & Employment: Land Resources: Micro Finance (SHGs): Micro Small & Medium Enterprises: New & Renewable Energy: Nutrition: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Scientific & Industrial Research:
Aasma Mahila Bahu Uddeshiya Shikshan Sanstha, 5538, 12-04-1999, Yavatmal: Maharashtra, Farah Diba Irshad Khan, Add For Corrs Dr S.k.kazi Safa Nursing Home:bhosa Road.sarwasat Lay-out;yavatmal 445001, Aged/Elderly: Agriculture
Aasra Educational And Rural Development Society, BDR-S359-2013-14, 27-03-2014, Bidar: Karnataka, M A Samee, H. No. 9-6-127/1 Near Sultan Bakery: Badruddin Colony: Chidri Road Bidar, Aged/Elderly: Agriculture: Art & Culture: Dalit Upliftment: Education & Literacy: Human Rights: Minority Issues: Women's Development & Empowerment: Youth Affairs
Aasra For Community Transformation, S/215/SDM/NW/2010, 20-09-2010, Delhi: Delhi, Birendra Kumar, J-5 Gali No:1: Kushak Road No:2: Saroop Nagar, Aged/Elderly: Children: Civic Issues: Differently Abled: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Micro Finance (SHGs): Micro Small & Medium Enterprises: New & Renewable Energy: Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Sports: Tribal Affairs: Tourism: Urban Development & Poverty Alleviation: Vocational Training:
Aasra Samajik Sansthan, 03/27/03/07601/04, 20-04-2004, Indore: Madhya Pradesh, Nishat Khan, 192/3 Juna Risala Indore 452006, Aged/Elderly: Agriculture: Art & Culture: Children: Civic Issues: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Minority Issues: Nutrition: Panchayati Raj: Prisoner's Issues: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Tribal Affairs: Urban Development & Poverty Alleviation: Vocational Training: Women's Development & Empowerment
Aastha Centre For Geriatric Medicine Pallitive Care Hospital Hosice And Social Welfare Society, 977_2003_2004, 26-08-2003, Lucknow: Uttar Pradesh, Dr Abhishek Shukla, Aastha Centre For Geriatric Medicine: Palliative Care Hospital: Hospice And Social Welfare Society. B-52: J-park:mahanaghar., Aged/Elderly: Disaster Management: Education & Literacy: Health & Family Welfare: HIV/AIDS: Nutrition: Rural Development & Poverty Alleviation: Any Other
Aastha Foundation, F-14030, 29-12-2008, Aurangabad: Maharashtra, Girish Hanchanal, B-29: Midc Industrial Area: Chikalthana: Aurangabad - 431 210, Aged/Elderly
Aastha Foundation, F-36362, 20-12-2008, Mumbai: Maharashtra, Moolchand Shukla, Shop No .5 1st Floor 21/23 Mumbadevi Mansion Dhanji Street Near Mumbadevi Temple, Aged/Elderly: Art & Culture: Children: Civic Issues: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Human Rights: Legal Awareness & Aid: Labour & Employment: Rural Development & Poverty Alleviation: Sports: Tourism: Vocational Training: Women's Development & Empowerment: Youth Affairs
Aastha Foundation, 16/4/26-2009, 14-03-2009, Sasaram : Bihar, Sangita Kumari, 7: Anandpuri: West Boring Canal Road, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Children: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Health & Family Welfare: HIV/AIDS: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: New & Renewable Energy: Nutrition: Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation:
Aastha Foundation, 14/2013-2014, 02-04-2013, Barabanki: Uttar Pradesh, Rajesh Singh, Vilage And Post Suratganj Tehsil Ramnagar District Barabanki Uttar Pradesh 225305, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aastha Foundation Educational And Social Welfare Society, 479/2012, 28-06-2012, Patna: Bihar, Vinay Kumar Dubey, Registered Office- B.b Ganj: Bhagwanpur: Muzaffarpur. Administrative Office- Village+post-sitapur:p.s-lauriya:via-harinagar:dist-west Champaran: Bihar:pin Code-845103, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aastha Foundation Educational And Social Welfare Society West Champaran Bihar, 479-2012, 28-06-2012, Patna: Bihar, Vinay Kumar Dubey, Registered Office- B B Ganj: Bhagwanpur Muzaffarpur-842001 Administrative Ofice- Village+post- Sitapur: Ps- Lauriya Pin Code- 845103, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
Aastha Foundation Kolkata, IV-00030 OF 2013, 00784 OF 2013       (28-02-2013, Burdawan: West Bengal, Arnab Chakraborty, Aastha Foundation:bb Ghosh Road:parkas Road .allahbad Bank Building.pin No-713101, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
Aastha Institute For Research And Development, 368/1995-96, 21-10-1995, Faizabad: Uttar Pradesh, Maneesh Singh, 182/2: Civil Lines: Near Pcf Godown: Gonda - 271001, Aged/Elderly: Art & Culture: Children: Civic Issues: Disaster Management: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Legal Awareness & Aid: Labour & Employment: Minority Issues: Nutrition: Panchayati Raj: Prisoner's Issues: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Sports: Tribal Affairs: Urban Development & Poverty Alleviation: Vocational Training:
Aastha Jan Kalyan Sansthan, 1885/2002-03, 31-08-2002, Lucknow: Uttar Pradesh, Sushil Kumar Tiwari, 403/195: Katra Vizan Beg: Chaupatiyan: Lucknow - 226 003, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aastha Ngo A Confidence, RS/KAM/240/I/363 of 1998-1999, 09-11-1998, Guwahati : Assam, Mr Ashok Kr Laskar, Aastha Ngo (a Confidence) Beltola Survey: Ajanta Path Guwahati - 781028 District: Kamrup (metro) Assam, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: Prisoner's Issues:
Aastha Shiksha Samittee, S-31970, 24-09-1997, Delhi: Delhi, Deepak Kumar, 128-rani Garden Shastri Nagar Geeta Colony, Aged/Elderly: Art & Culture: Children: Education & Literacy: Health & Family Welfare: Information & Communication Technology: Vocational Training
Aastik Shikshan And Seva Samiti, 1846-2012 -2013, 25-10-2012, Sitapur: Uttar Pradesh, Ragini Tripathi, Aastik Shikshan And Seva Samiti Gram Badaiya, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aastik Muni Santi Premi Seva Samiti, 2078, 28-12-2001, Lucknow : Uttar Pradesh, Rudrpartap Singh, C- 2/136 Vipulkhand 2 Gomti Nagar Lucknow: Uttar Pradesh.pincode- 261016, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Children: Civic Issues: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Land Resources: Panchayati Raj: Rural Development & Poverty Alleviation: Urban Development & Poverty Alleviation: Women's Development & Empowerment: Youth Affairs
Aatmiyata Foundation, GUJ/15008/AHMEDABAD, 13-11-2009, Ahmedabad: Gujarat, Nayankumar M Nimbark, D/11/129: Nandanvan Apartment: Near Bhavsar Hostel: Nava Vadaj: Ahmedabad: Gujarat - 380013, Aged/Elderly: Art & Culture: Children: Civic Issues: Education & Literacy: Environment & Forests: HIV/AIDS: Human Rights: Legal Awareness & Aid: Labour & Employment: New & Renewable Energy: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Scientific & Industrial Research: Urban Development & Poverty Alleviation: Vocational Training: Women's Development & Empowerment: Youth Affairs
Aavi Rural And Urban Development Organisation, 373/2008-09, 30-03-2009, Shimoga: Karnataka, K Ganesh Kodur, Aavi Rural And Urban Development Organization (arudo) Kodur -post: 577 418 Hosanagar -taluk Shimoga - Dist Karnataka -state Mobile : +91 9731553320 E-mail : Aavingo@gmail.com, Aged/Elderly: Agriculture: Art & Culture: Children: Civic Issues: Differently Abled: Drinking Water: Education & Literacy: Environment & Forests: Health & Family Welfare: HIV/AIDS: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Land Resources: Nutrition: Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Urban Development & Poverty Alleviation: Vocational Training: Water Resources: Women's Development & Empowerment: Youth Affairs
Aayesha Education And Welfare Society, MH/105/F8775, 08-02-2008, Parbhani: Maharashtra, Nazerkhan Jabbarkhan, Nazerkhan Jabbarkhan Pathan At.post Raholi (bk.) Tq.& Dist.hingoli - 431513, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aayush Samaj Kalyan Evam Mahila Uthan Sansthan, 1162, 17-09-2008, Patna: Bihar, Sunanda Singh, Sultanpur: Police Chowki:danapur Cantt: Patna- 801503, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Nutrition: Panchayati Raj: Urban Development & Poverty Alleviation: Vocational Training: Water Resources: Women's Development & Empowerment: Youth Affairs
Ab Consumer Protection Organisation, 04/14/01/11064/09, 29-05-2009, Jabalpur: Madhya Pradesh, Rajendra Kumar Jain, 1269/2 J.p. Nagar Adhartal: Jabalpur: M.p. India., Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Abahy Sewa Samiti, 425/2003-04, 30-07-2003, Faizabad: Uttar Pradesh, Digvijay Nath, Abhay Sewa Samiti: Vill- Veerpur Subedar Post- Gilauli: Ps- Intiyathoke: Gonda: U:.p., Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Civic Issues: Dalit Upliftment: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Human Rights: Information & Communication Technology: Labour & Employment: Land Resources: Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Science & Technology: Urban Development & Poverty Alleviation: Vocational Training: Water Resources: Women's Development & Empowerment: Youth Affairs
Abanti Amiya Foundation, 310, 14-02-2000, Bhubaneswar: Orissa, Er Amit Kumar Mallik, S-21(ground Floor): Sidhartha Tower: Ravi Talkies Square: Bhubaneswar. Pin - 751002, Aged/Elderly: Agriculture: Art & Culture: Children: Differently Abled: Drinking Water: Education & Literacy: Health & Family Welfare: HIV/AIDS: Legal Awareness & Aid: Labour & Employment: Nutrition: Science & Technology: Sports: Tourism: Vocational Training: Women's Development & Empowerment: Any Other
Abayadama Service Society, 327 of 2010, 25-10-2010, Tirupati: Andhra Pradesh, S Vadavati, S Vedavati 19-4-121/c Geetha Nagar Nr Stv Nagar Tirupati, Aged/Elderly: Agriculture: Education & Literacy
Abbasi Charitable And Educational Society, 882, 18-03-1998, Moradabad: Uttar Pradesh, Feroze Kamal Abbasi, Care Of Nayab Abbasi Girls (pg)college:kailsa Road:amroha Distt:j.p Nagar:u.p., Aged/Elderly: Agriculture: Art & Culture: Children: Civic Issues: Differently Abled: Dalit Upliftment: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Micro Finance (SHGs): Minority Issues: New & Renewable Energy: Rural Development & Poverty Alleviation: Science & Technology: Sports: Vocational Training: Women's Development & Empowerment: Youth Affairs
